Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Feb 14, 2026 1:00 AM;Feb 14, 2026 2:00 AM;91.83;88.45;72.90;92.24;104.95;18.95;83.26;96.70;99.25;100.95;104.95;102.81;95.98;-;98.54;100.04;97.76
Feb 14, 2026 2:00 AM;Feb 14, 2026 3:00 AM;89.09;85.93;68.39;89.51;104.13;9.56;80.00;95.79;97.21;103.55;104.13;99.28;93.71;-;96.40;97.91;95.83
Feb 14, 2026 3:00 AM;Feb 14, 2026 4:00 AM;88.67;84.91;67.13;89.10;103.41;6.26;79.40;95.75;97.13;100.45;103.41;98.35;93.59;-;94.20;97.65;95.98
Feb 14, 2026 4:00 AM;Feb 14, 2026 5:00 AM;87.51;83.77;65.00;87.97;103.26;1.49;77.64;95.59;96.45;100.61;103.25;97.70;92.53;-;94.22;97.39;94.66
Feb 14, 2026 5:00 AM;Feb 14, 2026 6:00 AM;88.75;83.84;66.18;89.09;101.04;0.76;78.78;94.16;97.76;100.40;101.03;99.09;93.92;-;96.81;98.53;96.25
Feb 14, 2026 6:00 AM;Feb 14, 2026 7:00 AM;90.22;85.99;67.82;90.61;103.99;3.19;80.34;94.70;99.14;99.11;103.98;107.75;95.28;-;100.00;100.00;97.48
Feb 14, 2026 7:00 AM;Feb 14, 2026 8:00 AM;93.12;89.34;71.45;93.64;110.38;9.16;81.91;96.52;101.77;97.48;110.36;112.00;98.09;-;102.38;102.60;100.25
Feb 14, 2026 8:00 AM;Feb 14, 2026 9:00 AM;101.83;98.85;78.73;102.79;131.31;14.31;90.04;100.31;109.78;108.64;131.19;112.00;108.22;-;109.95;106.51;114.05
Feb 14, 2026 9:00 AM;Feb 14, 2026 10:00 AM;107.49;104.80;85.12;107.49;139.69;23.37;96.31;104.52;113.89;115.07;139.53;113.79;114.01;-;120.09;107.97;121.41
Feb 14, 2026 10:00 AM;Feb 14, 2026 11:00 AM;103.97;98.80;79.73;103.97;124.08;12.22;93.16;102.69;111.44;114.59;124.04;110.00;110.84;-;116.30;105.08;118.39
Feb 14, 2026 11:00 AM;Feb 14, 2026 12:00 PM;98.16;93.31;75.27;98.16;110.00;11.96;88.33;99.69;105.33;117.22;109.99;106.00;104.48;-;114.45;99.96;111.05
Feb 14, 2026 12:00 PM;Feb 14, 2026 1:00 PM;95.16;91.14;74.03;95.16;107.90;15.28;85.25;98.41;101.75;115.13;107.89;100.81;100.97;-;107.96;96.78;107.05
Feb 14, 2026 1:00 PM;Feb 14, 2026 2:00 PM;93.97;90.39;71.58;93.97;106.24;7.93;84.21;97.41;101.34;125.06;106.23;100.24;100.05;-;103.42;96.92;105.94
Feb 14, 2026 2:00 PM;Feb 14, 2026 3:00 PM;97.11;92.31;74.18;97.11;106.00;8.98;87.29;98.68;105.38;129.79;105.99;99.39;102.64;-;105.40;103.73;106.57
Feb 14, 2026 3:00 PM;Feb 14, 2026 4:00 PM;104.95;97.07;80.79;104.98;111.00;11.72;93.23;102.11;114.51;121.73;108.90;108.00;110.80;-;114.10;114.72;113.59
Feb 14, 2026 4:00 PM;Feb 14, 2026 5:00 PM;116.89;108.90;89.11;116.94;142.08;13.96;102.51;113.35;119.33;136.68;122.63;115.90;125.44;-;109.18;109.18;131.90
Feb 14, 2026 5:00 PM;Feb 14, 2026 6:00 PM;126.10;124.15;100.25;126.26;190.52;29.67;112.94;122.19;130.39;149.77;142.71;125.00;135.99;-;123.02;122.24;141.98
Feb 14, 2026 6:00 PM;Feb 14, 2026 7:00 PM;131.93;134.82;122.55;131.96;196.44;98.13;127.12;127.88;130.99;140.83;145.26;126.91;135.00;-;126.67;125.64;134.36
Feb 14, 2026 7:00 PM;Feb 14, 2026 8:00 PM;128.72;130.74;127.77;128.79;152.78;125.63;128.22;124.79;127.90;132.27;135.03;125.00;130.00;-;125.63;125.01;132.17
Feb 14, 2026 8:00 PM;Feb 14, 2026 9:00 PM;123.19;121.27;117.53;123.27;130.80;101.57;120.28;119.33;124.77;124.90;126.81;120.00;124.69;-;123.57;123.42;126.65
Feb 14, 2026 9:00 PM;Feb 14, 2026 10:00 PM;116.98;113.38;107.57;117.08;120.19;81.28;112.23;114.34;119.36;121.09;120.32;113.57;120.21;-;114.29;115.29;125.20
Feb 14, 2026 10:00 PM;Feb 14, 2026 11:00 PM;111.20;109.21;105.89;111.27;113.48;91.04;108.09;106.81;112.08;114.42;113.54;111.16;113.49;-;105.10;108.08;117.88
Feb 14, 2026 11:00 PM;Feb 15, 2026 12:00 AM;101.10;100.82;97.62;101.18;103.70;88.06;99.11;100.08;101.33;107.76;103.74;104.00;102.45;-;100.00;98.87;103.42
Feb 15, 2026 12:00 AM;Feb 15, 2026 1:00 AM;101.78;98.67;93.58;101.78;103.86;68.00;97.79;98.49;103.98;106.09;103.86;102.88;105.11;-;117.08;99.56;110.45
Feb 15, 2026 1:00 AM;Feb 15, 2026 2:00 AM;99.95;95.38;89.39;99.95;101.83;55.82;94.80;98.47;103.31;104.87;101.83;95.00;103.97;-;105.00;99.05;109.62
Feb 15, 2026 2:00 AM;Feb 15, 2026 3:00 AM;100.76;91.75;81.68;100.76;101.19;21.28;91.49;97.98;105.39;107.21;101.19;94.80;106.26;-;102.52;102.27;112.45
Feb 15, 2026 3:00 AM;Feb 15, 2026 4:00 AM;98.02;88.22;75.30;98.02;98.74;4.00;87.00;97.82;106.49;106.77;98.74;92.00;105.55;-;101.85;101.85;112.30
Feb 15, 2026 4:00 AM;Feb 15, 2026 5:00 AM;96.52;88.09;76.28;96.52;97.60;12.29;86.65;97.43;103.40;105.68;97.60;92.05;103.47;-;100.03;98.04;108.94
Feb 15, 2026 5:00 AM;Feb 15, 2026 6:00 AM;94.36;87.10;76.01;94.36;96.24;17.98;85.91;96.24;100.55;102.88;96.24;91.00;100.76;-;101.13;95.45;105.93
Feb 15, 2026 6:00 AM;Feb 15, 2026 7:00 AM;94.17;86.54;74.51;94.17;96.61;12.17;84.67;96.61;101.87;101.10;96.61;92.79;100.81;-;105.10;97.93;108.05
Feb 15, 2026 7:00 AM;Feb 15, 2026 8:00 AM;96.12;87.90;74.81;96.12;98.55;8.39;85.82;97.50;104.60;103.62;98.55;96.07;102.89;-;101.71;101.71;108.08
Feb 15, 2026 8:00 AM;Feb 15, 2026 9:00 AM;96.80;88.75;77.36;96.80;98.73;14.70;87.43;97.32;105.05;102.94;98.74;94.15;103.01;-;100.35;102.95;108.29
Feb 15, 2026 9:00 AM;Feb 15, 2026 10:00 AM;93.07;85.88;73.44;93.07;95.89;10.72;82.85;94.97;101.24;103.01;95.88;93.50;100.13;-;97.40;96.95;107.50
Feb 15, 2026 10:00 AM;Feb 15, 2026 11:00 AM;83.02;79.02;65.54;83.02;89.38;6.41;77.17;89.65;91.10;104.46;89.30;83.50;89.65;-;88.38;87.65;95.95
Feb 15, 2026 11:00 AM;Feb 15, 2026 12:00 PM;74.72;73.16;56.82;74.72;87.52;0.05;66.83;86.69;82.22;106.78;87.33;75.10;80.75;-;79.15;79.15;86.09
Feb 15, 2026 12:00 PM;Feb 15, 2026 1:00 PM;67.37;71.22;58.79;67.37;84.29;31.96;63.61;86.16;70.52;102.72;84.09;63.18;70.75;-;34.29;67.52;74.68
Feb 15, 2026 1:00 PM;Feb 15, 2026 2:00 PM;64.41;68.21;53.12;64.41;81.84;17.73;59.57;85.61;68.82;109.83;81.55;59.31;68.52;-;26.49;65.86;72.80
Feb 15, 2026 2:00 PM;Feb 15, 2026 3:00 PM;64.42;70.27;54.03;64.87;80.16;15.56;64.87;85.77;69.91;119.58;79.64;69.20;69.42;-;46.79;66.62;74.24
Feb 15, 2026 3:00 PM;Feb 15, 2026 4:00 PM;71.95;74.14;57.33;71.95;82.51;0.43;71.95;88.46;80.40;118.35;81.12;83.97;79.03;-;75.61;77.12;84.83
Feb 15, 2026 4:00 PM;Feb 15, 2026 5:00 PM;84.21;81.89;68.15;84.21;88.97;0.01;84.21;93.11;97.02;107.25;88.03;94.22;95.62;-;94.90;94.90;102.45
Feb 15, 2026 5:00 PM;Feb 15, 2026 6:00 PM;96.39;98.52;82.20;96.39;102.95;17.20;98.30;98.80;115.76;141.19;102.73;111.04;117.15;-;114.00;115.40;126.91
Feb 15, 2026 6:00 PM;Feb 15, 2026 7:00 PM;98.20;98.09;81.87;98.20;99.09;11.50;102.27;99.58;117.67;139.01;98.36;113.80;117.67;-;117.95;118.97;125.92
Feb 15, 2026 7:00 PM;Feb 15, 2026 8:00 PM;83.61;93.09;74.85;83.61;83.93;12.50;100.15;97.17;110.34;152.77;81.79;113.80;113.11;-;121.58;114.61;123.43
Feb 15, 2026 8:00 PM;Feb 15, 2026 9:00 PM;71.00;87.56;68.76;71.00;71.28;10.70;97.85;95.07;103.25;152.98;68.70;113.97;109.57;-;119.18;108.83;118.93
Feb 15, 2026 9:00 PM;Feb 15, 2026 10:00 PM;67.26;81.44;66.71;67.26;68.27;11.76;98.32;89.98;96.57;125.77;65.17;110.65;95.43;-;120.10;99.25;105.01
Feb 15, 2026 10:00 PM;Feb 15, 2026 11:00 PM;65.62;76.83;62.73;65.62;65.99;6.31;89.90;89.53;98.23;110.88;62.38;99.76;93.85;-;116.75;98.72;101.41
Feb 15, 2026 11:00 PM;Feb 16, 2026 12:00 AM;58.04;69.54;55.64;58.27;56.80;1.92;82.17;87.09;92.03;103.22;53.62;94.81;79.37;-;105.10;88.85;86.88
Feb 16, 2026 12:00 AM;Feb 16, 2026 1:00 AM;68.93;76.60;65.75;69.82;65.18;0.01;97.90;91.18;93.91;101.49;61.26;95.29;100.80;-;99.28;95.60;94.23
Feb 16, 2026 1:00 AM;Feb 16, 2026 2:00 AM;65.38;73.72;60.17;65.63;64.60;0.00;91.07;90.06;95.56;99.89;60.79;94.77;88.43;-;96.17;93.60;90.46
Feb 16, 2026 2:00 AM;Feb 16, 2026 3:00 AM;64.41;72.86;59.88;65.10;64.21;0.00;90.85;89.53;91.13;96.78;60.42;91.86;91.73;-;95.29;91.11;88.84
Feb 16, 2026 3:00 AM;Feb 16, 2026 4:00 AM;64.41;70.47;56.50;64.41;64.37;-0.01;80.00;88.42;92.00;94.31;59.80;90.36;85.00;-;94.98;90.06;87.12
Feb 16, 2026 4:00 AM;Feb 16, 2026 5:00 AM;66.05;70.68;55.63;66.05;65.61;-0.01;75.09;88.71;90.10;94.03;59.77;89.81;92.74;-;96.90;90.26;88.57
Feb 16, 2026 5:00 AM;Feb 16, 2026 6:00 AM;69.99;75.74;57.33;69.99;69.08;0.00;71.30;89.93;100.48;95.32;63.06;97.75;118.90;-;105.10;102.55;102.93
Feb 16, 2026 6:00 AM;Feb 16, 2026 7:00 AM;79.33;90.86;68.09;79.33;80.57;14.00;79.66;92.50;125.88;113.81;78.40;114.00;153.20;-;124.82;131.03;145.91
Feb 16, 2026 7:00 AM;Feb 16, 2026 8:00 AM;94.07;100.35;78.85;94.12;95.73;20.59;86.60;96.40;131.00;138.55;95.49;120.10;146.46;-;131.00;143.92;179.77
Feb 16, 2026 8:00 AM;Feb 16, 2026 9:00 AM;101.03;102.94;87.48;101.03;101.25;22.00;103.85;100.11;129.66;118.23;100.46;122.30;145.94;-;132.81;132.88;132.71
Feb 16, 2026 9:00 AM;Feb 16, 2026 10:00 AM;104.43;104.18;93.19;104.43;104.41;40.47;108.80;107.06;123.48;109.13;103.26;118.22;133.56;-;124.36;124.36;126.27
Feb 16, 2026 10:00 AM;Feb 16, 2026 11:00 AM;101.54;96.31;85.72;101.54;101.53;23.97;103.89;102.44;112.79;99.60;100.57;116.40;110.91;-;116.30;113.71;111.33
Feb 16, 2026 11:00 AM;Feb 16, 2026 12:00 PM;94.86;89.98;77.09;94.86;94.85;8.26;94.76;97.82;106.74;100.83;93.92;116.91;103.71;-;114.00;107.67;104.86
Feb 16, 2026 12:00 PM;Feb 16, 2026 1:00 PM;92.00;86.09;70.96;92.00;91.98;1.92;83.60;95.19;106.11;94.83;89.89;114.00;106.54;-;112.40;107.49;105.25
Feb 16, 2026 1:00 PM;Feb 16, 2026 2:00 PM;94.40;87.31;71.73;94.40;94.38;-0.01;82.59;96.59;108.96;96.50;92.02;113.71;109.54;-;112.87;110.25;108.02
Feb 16, 2026 2:00 PM;Feb 16, 2026 3:00 PM;96.01;90.20;73.07;94.75;94.72;0.00;84.03;96.42;114.46;106.93;92.40;116.00;119.41;-;117.23;116.47;114.75
Feb 16, 2026 3:00 PM;Feb 16, 2026 4:00 PM;104.08;95.30;79.28;94.54;94.52;0.00;91.29;97.77;122.91;126.44;91.88;118.09;131.63;-;123.34;125.22;128.18
Feb 16, 2026 4:00 PM;Feb 16, 2026 5:00 PM;115.30;99.91;87.11;102.28;102.27;0.01;101.35;102.22;131.47;130.94;98.87;120.00;122.55;-;126.65;138.59;160.90
Feb 16, 2026 5:00 PM;Feb 16, 2026 6:00 PM;130.36;111.68;100.61;114.42;114.40;12.73;113.91;109.99;133.04;156.39;110.82;124.99;137.14;-;127.79;127.79;188.35
Feb 16, 2026 6:00 PM;Feb 16, 2026 7:00 PM;129.12;113.01;104.57;115.64;115.61;33.02;115.64;115.21;131.10;148.96;103.86;126.60;132.89;-;127.86;127.86;185.42
Feb 16, 2026 7:00 PM;Feb 16, 2026 8:00 PM;126.36;114.32;109.29;117.45;117.40;59.80;117.45;118.73;126.93;143.15;94.76;123.47;129.17;-;122.07;124.12;171.65
Feb 16, 2026 8:00 PM;Feb 16, 2026 9:00 PM;115.63;100.95;93.28;103.76;103.70;24.75;103.63;106.55;120.58;131.96;79.72;119.90;122.64;-;118.70;118.70;160.00
Feb 16, 2026 9:00 PM;Feb 16, 2026 10:00 PM;103.90;92.17;81.82;96.19;96.13;13.84;91.59;98.79;116.37;112.27;76.35;116.40;114.12;-;119.48;118.04;126.52
Feb 16, 2026 10:00 PM;Feb 16, 2026 11:00 PM;101.92;88.76;79.44;94.32;94.26;10.16;89.78;97.11;110.68;106.37;73.90;113.20;107.11;-;114.23;112.21;109.37
Feb 16, 2026 11:00 PM;Feb 17, 2026 12:00 AM;92.76;81.81;71.71;90.20;90.14;5.69;82.03;93.86;101.08;97.10;70.32;100.10;97.73;-;104.57;102.52;99.85
Feb 17, 2026 12:00 AM;Feb 17, 2026 1:00 AM;87.02;77.88;68.48;87.02;87.00;10.64;77.45;86.36;94.30;103.92;50.49;99.91;91.17;-;97.50;95.29;93.01
Feb 17, 2026 1:00 AM;Feb 17, 2026 2:00 AM;85.10;75.54;65.04;85.10;85.09;2.67;74.52;85.39;93.03;100.28;53.58;96.59;89.63;-;95.57;94.10;91.63
Feb 17, 2026 2:00 AM;Feb 17, 2026 3:00 AM;84.78;75.01;64.37;84.77;84.76;0.98;74.30;85.82;92.80;100.69;52.09;95.15;89.36;-;93.89;93.89;91.37
Feb 17, 2026 3:00 AM;Feb 17, 2026 4:00 AM;85.65;75.40;64.98;85.65;85.63;0.17;74.38;86.06;93.73;101.24;52.98;94.31;90.24;-;95.12;94.83;92.28
Feb 17, 2026 4:00 AM;Feb 17, 2026 5:00 AM;84.82;75.36;64.52;84.81;84.80;0.12;73.36;86.53;92.86;98.38;59.18;95.00;89.43;-;96.18;93.95;91.43
Feb 17, 2026 5:00 AM;Feb 17, 2026 6:00 AM;88.84;79.92;68.68;88.84;88.84;5.02;77.87;90.35;96.89;93.71;75.37;100.09;93.46;-;100.04;97.97;95.46
Feb 17, 2026 6:00 AM;Feb 17, 2026 7:00 AM;102.72;96.37;83.78;102.46;102.46;24.71;92.84;99.65;115.82;112.62;100.22;114.99;110.50;-;115.94;115.44;114.44
Feb 17, 2026 7:00 AM;Feb 17, 2026 8:00 AM;114.33;124.01;101.49;114.33;226.97;59.22;107.62;110.25;127.57;143.77;122.95;121.74;128.25;-;130.60;130.26;133.82
Feb 17, 2026 8:00 AM;Feb 17, 2026 9:00 AM;114.86;129.07;104.60;114.30;250.04;71.19;109.35;111.28;127.96;148.38;128.44;125.00;129.28;-;131.00;131.00;133.19
Feb 17, 2026 9:00 AM;Feb 17, 2026 10:00 AM;110.84;120.16;96.01;110.84;217.60;50.00;102.69;107.49;124.93;141.27;124.81;121.38;124.81;-;125.00;127.58;128.74
Feb 17, 2026 10:00 AM;Feb 17, 2026 11:00 AM;102.40;102.74;77.95;102.40;180.39;1.74;90.92;99.77;116.47;119.62;113.34;114.40;113.20;-;116.00;118.24;116.55
Feb 17, 2026 11:00 AM;Feb 17, 2026 12:00 PM;93.06;92.92;71.29;93.06;148.80;1.64;82.63;94.42;106.94;112.41;101.56;105.01;104.36;-;107.58;108.82;107.70
Feb 17, 2026 12:00 PM;Feb 17, 2026 1:00 PM;83.94;90.16;68.56;83.94;157.87;17.89;76.94;90.45;97.42;110.02;95.37;96.54;96.72;-;97.40;99.72;100.23
Feb 17, 2026 1:00 PM;Feb 17, 2026 2:00 PM;82.29;91.09;66.23;82.29;170.01;13.73;74.60;90.04;98.23;116.12;95.82;96.88;98.08;-;99.82;101.15;102.41
Feb 17, 2026 2:00 PM;Feb 17, 2026 3:00 PM;82.42;97.24;69.76;82.42;186.24;26.20;76.41;91.48;101.80;133.07;98.44;100.00;103.86;-;103.46;105.94;109.50
Feb 17, 2026 3:00 PM;Feb 17, 2026 4:00 PM;86.38;117.74;77.85;86.38;292.38;43.94;82.12;91.42;111.22;164.29;115.35;112.50;117.70;-;111.22;116.73;127.04
Feb 17, 2026 4:00 PM;Feb 17, 2026 5:00 PM;94.08;130.30;86.66;94.08;325.44;55.46;90.00;95.94;121.75;184.80;128.51;120.00;130.68;-;118.30;127.12;142.73
Feb 17, 2026 5:00 PM;Feb 17, 2026 6:00 PM;110.80;175.63;105.47;110.80;646.60;86.84;107.48;108.17;124.07;225.98;141.85;123.08;151.55;-;113.07;109.57;167.22
Feb 17, 2026 6:00 PM;Feb 17, 2026 7:00 PM;126.98;150.22;127.68;126.98;297.35;127.94;127.02;123.01;133.82;182.19;135.58;125.00;145.84;-;127.94;129.01;152.30
Feb 17, 2026 7:00 PM;Feb 17, 2026 8:00 PM;126.60;140.69;129.50;126.60;210.00;129.87;124.66;122.60;136.98;168.57;134.19;123.02;141.62;-;129.87;139.52;146.85
Feb 17, 2026 8:00 PM;Feb 17, 2026 9:00 PM;111.23;123.76;113.25;111.32;143.89;114.46;111.49;108.95;124.42;166.34;117.26;119.02;130.94;-;125.00;127.31;138.10
Feb 17, 2026 9:00 PM;Feb 17, 2026 10:00 PM;99.95;107.80;100.80;99.95;120.64;101.19;99.95;101.82;106.03;126.37;103.89;115.89;109.25;-;115.75;106.08;113.44
Feb 17, 2026 10:00 PM;Feb 17, 2026 11:00 PM;93.23;96.42;91.08;93.23;102.85;83.54;92.15;95.61;96.54;104.77;94.93;108.10;97.82;-;106.76;95.97;100.43
Feb 17, 2026 11:00 PM;Feb 18, 2026 12:00 AM;89.61;89.46;84.61;89.61;89.61;68.40;87.20;92.63;92.03;95.67;89.42;102.00;92.85;-;104.43;89.86;96.13
Feb 18, 2026 12:00 AM;Feb 18, 2026 1:00 AM;95.63;90.27;83.83;95.63;95.59;47.76;89.57;94.79;99.52;102.07;84.93;98.99;100.32;-;97.60;94.97;106.55
Feb 18, 2026 1:00 AM;Feb 18, 2026 2:00 AM;93.56;87.63;78.71;93.56;93.54;34.60;86.29;95.73;98.10;100.52;88.04;96.70;98.18;-;97.36;93.57;104.45
Feb 18, 2026 2:00 AM;Feb 18, 2026 3:00 AM;93.29;88.10;79.84;93.29;93.28;40.69;86.40;95.39;97.29;100.76;89.68;94.83;97.61;-;97.51;92.72;103.69
Feb 18, 2026 3:00 AM;Feb 18, 2026 4:00 AM;92.68;85.83;75.74;92.68;92.66;26.45;83.95;94.84;97.97;98.74;88.40;95.10;97.57;-;98.89;93.73;103.81
Feb 18, 2026 4:00 AM;Feb 18, 2026 5:00 AM;93.42;87.06;76.66;93.42;93.42;27.76;85.19;94.23;98.67;99.59;93.27;97.16;98.34;-;96.49;94.34;104.70
Feb 18, 2026 5:00 AM;Feb 18, 2026 6:00 AM;101.20;92.78;82.95;101.20;100.57;28.89;91.30;97.65;107.62;105.24;100.57;99.33;105.32;-;105.25;106.52;108.76
Feb 18, 2026 6:00 AM;Feb 18, 2026 7:00 AM;122.51;112.24;99.50;122.51;123.14;31.10;111.02;119.66;130.74;126.54;123.13;120.21;127.06;-;120.40;130.29;130.51
Feb 18, 2026 7:00 AM;Feb 18, 2026 8:00 AM;175.69;158.24;111.95;175.75;201.32;59.67;162.32;170.56;160.04;189.89;180.18;154.93;174.03;-;137.66;156.66;180.01
Feb 18, 2026 8:00 AM;Feb 18, 2026 9:00 AM;186.09;171.84;120.00;186.09;254.16;72.05;170.84;181.11;170.21;193.61;197.82;161.46;182.91;-;134.57;166.77;183.63
Feb 18, 2026 9:00 AM;Feb 18, 2026 10:00 AM;135.64;136.86;99.73;136.28;248.39;50.80;124.31;133.26;132.79;135.45;171.04;138.44;135.00;-;127.97;130.27;136.52
Feb 18, 2026 10:00 AM;Feb 18, 2026 11:00 AM;115.88;120.72;95.75;118.01;191.69;33.99;104.96;114.87;122.52;121.97;183.58;118.66;121.90;-;111.69;118.33;129.53
Feb 18, 2026 11:00 AM;Feb 18, 2026 12:00 PM;106.22;103.22;82.55;107.27;146.80;18.87;89.90;104.74;113.05;111.96;140.35;108.00;111.97;-;105.10;109.73;118.60
Feb 18, 2026 12:00 PM;Feb 18, 2026 1:00 PM;101.33;99.46;77.28;102.83;145.24;16.99;83.82;100.74;107.89;107.63;145.21;99.00;107.44;-;97.38;103.71;114.97
Feb 18, 2026 1:00 PM;Feb 18, 2026 2:00 PM;100.50;95.20;70.28;101.66;136.71;2.77;77.07;99.42;107.87;107.21;136.70;100.45;107.05;-;98.03;104.15;114.43
Feb 18, 2026 2:00 PM;Feb 18, 2026 3:00 PM;103.64;96.73;71.28;104.70;136.75;0.11;78.00;102.48;111.28;110.41;136.73;102.00;110.29;-;99.70;107.76;117.55
Feb 18, 2026 3:00 PM;Feb 18, 2026 4:00 PM;114.09;107.14;80.88;114.84;144.79;16.60;84.57;111.84;122.97;126.88;139.80;113.00;122.33;-;107.86;122.57;127.82
Feb 18, 2026 4:00 PM;Feb 18, 2026 5:00 PM;122.08;120.84;90.06;122.47;211.35;23.00;84.93;119.03;134.14;142.30;148.53;120.00;133.46;-;122.06;135.15;138.96
Feb 18, 2026 5:00 PM;Feb 18, 2026 6:00 PM;140.41;149.61;93.21;140.41;371.02;24.07;86.41;137.45;151.76;175.10;183.68;127.85;154.79;-;131.86;154.45;161.39
Feb 18, 2026 6:00 PM;Feb 18, 2026 7:00 PM;142.60;143.95;105.11;142.60;277.66;30.11;92.69;139.09;159.26;180.15;168.39;128.72;159.73;-;136.08;161.94;168.12
Feb 18, 2026 7:00 PM;Feb 18, 2026 8:00 PM;119.84;127.10;100.72;120.19;177.43;42.24;109.44;116.93;142.54;180.19;139.91;123.49;145.09;-;134.14;147.91;156.31
Feb 18, 2026 8:00 PM;Feb 18, 2026 9:00 PM;102.67;108.30;83.66;103.29;124.48;25.54;88.10;101.80;128.96;162.86;124.47;120.00;128.16;-;127.29;132.25;138.95
Feb 18, 2026 9:00 PM;Feb 18, 2026 10:00 PM;96.14;101.03;77.72;101.02;119.43;20.02;87.81;96.16;120.04;138.27;119.42;115.09;116.33;-;122.07;122.14;124.71
Feb 18, 2026 10:00 PM;Feb 18, 2026 11:00 PM;95.10;94.52;76.78;98.56;108.78;21.00;85.60;95.33;112.32;115.84;108.77;109.33;107.38;-;112.27;113.10;112.74
Feb 18, 2026 11:00 PM;Feb 19, 2026 12:00 AM;89.47;87.43;71.22;89.87;102.93;15.29;80.31;92.30;100.60;104.29;102.92;104.00;98.05;-;105.01;102.32;101.53
Feb 19, 2026 12:00 AM;Feb 19, 2026 1:00 AM;83.78;82.68;65.58;84.42;101.52;10.00;73.90;87.59;94.28;98.66;101.51;99.75;92.23;-;101.39;96.16;95.57
Feb 19, 2026 1:00 AM;Feb 19, 2026 2:00 AM;81.85;81.13;63.93;82.55;101.24;8.85;72.17;86.91;92.35;97.02;101.23;95.80;90.36;-;98.13;94.26;93.74
Feb 19, 2026 2:00 AM;Feb 19, 2026 3:00 AM;81.93;79.44;61.89;82.60;100.75;1.73;70.99;86.36;91.53;93.82;100.75;94.65;88.74;-;96.00;92.99;91.48
Feb 19, 2026 3:00 AM;Feb 19, 2026 4:00 AM;81.45;79.41;61.09;82.26;100.54;0.00;70.23;86.47;90.69;98.19;100.53;95.82;87.70;-;93.80;92.00;90.23
Feb 19, 2026 4:00 AM;Feb 19, 2026 5:00 AM;77.66;79.23;58.67;80.40;101.49;0.00;67.83;85.95;90.64;99.96;101.48;96.05;89.06;-;95.76;93.26;93.58
Feb 19, 2026 5:00 AM;Feb 19, 2026 6:00 AM;84.15;82.93;64.30;84.95;106.57;3.80;74.97;87.85;94.17;95.70;106.63;101.80;91.48;-;100.00;95.77;94.48
Feb 19, 2026 6:00 AM;Feb 19, 2026 7:00 AM;87.11;103.69;69.50;88.81;164.18;11.77;79.47;89.63;113.91;136.33;164.17;112.10;110.70;-;116.44;116.58;120.21
Feb 19, 2026 7:00 AM;Feb 19, 2026 8:00 AM;89.24;151.43;79.74;96.45;358.44;37.39;82.85;93.07;122.73;187.65;357.00;119.08;131.38;-;120.87;129.30;148.47
Feb 19, 2026 8:00 AM;Feb 19, 2026 9:00 AM;96.95;171.68;84.13;107.16;466.44;41.14;91.17;100.70;120.08;165.31;465.24;120.00;127.15;-;123.43;121.57;141.87
Feb 19, 2026 9:00 AM;Feb 19, 2026 10:00 AM;103.61;152.54;92.66;109.77;369.51;50.31;94.05;101.04;120.08;122.67;368.09;120.00;129.78;-;130.00;116.48;131.43
Feb 19, 2026 10:00 AM;Feb 19, 2026 11:00 AM;101.00;124.09;92.81;104.15;242.64;37.10;83.00;98.26;115.54;112.34;241.89;116.00;121.26;-;138.58;111.63;123.60
Feb 19, 2026 11:00 AM;Feb 19, 2026 12:00 PM;95.11;111.20;83.55;96.84;176.68;47.00;89.01;94.43;112.12;108.84;176.28;113.46;125.00;-;141.51;108.55;122.01
Feb 19, 2026 12:00 PM;Feb 19, 2026 1:00 PM;91.00;101.89;82.92;92.13;141.50;44.56;80.71;93.52;108.16;104.84;141.35;110.80;120.37;-;135.00;104.79;117.52
Feb 19, 2026 1:00 PM;Feb 19, 2026 2:00 PM;90.10;97.74;78.61;90.73;120.01;34.00;80.00;93.37;112.11;107.40;120.00;110.79;128.16;-;126.44;108.84;122.61
Feb 19, 2026 2:00 PM;Feb 19, 2026 3:00 PM;90.16;96.84;81.30;90.69;115.01;35.74;77.60;92.97;112.60;108.24;115.07;112.09;123.95;-;132.34;109.25;120.92
Feb 19, 2026 3:00 PM;Feb 19, 2026 4:00 PM;92.59;104.78;79.53;93.75;134.25;32.91;85.44;92.57;117.49;143.20;134.12;114.35;125.03;-;122.39;120.53;130.41
Feb 19, 2026 4:00 PM;Feb 19, 2026 5:00 PM;96.39;116.28;86.81;98.07;152.30;27.98;89.21;95.93;131.32;189.74;152.53;118.00;137.22;-;120.00;139.85;150.81
